%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1481561747980503568,439,1481561747978396806,,14.4143304825,-11.5785989761,-157.00428772,0.00220900005661,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.39024448395,-10.0609760284,-1.2195122242,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.46447512207,-0.991199487305,9.37569311665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561747988796395,440,1481561747986819998,,14.2335500717,-11.4578018188,-156.98324585,0.0010529999854,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.26829242706,-5.60975599289,-1.8292683363,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.986411083984,-1.24019645996,10.3860468018,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748000563582,441,1481561747998677237,,14.0368204117,-11.3266649246,-156.934738159,0.0025420000311,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.15853643417,0.0,1.2804877758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.354341845703,-0.943315454102,10.5680061279,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748012055458,442,1481561748009641875,,13.9148693085,-11.2639255524,-156.904571533,0.00118599995039,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.853658556938,8.47560977936,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.239420166016,-0.967257470703,10.6925046143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748021159428,443,1481561748019726622,,13.8865499496,-11.2907266617,-156.88168335,0.00165400002152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.07317113876,13.9634151459,3.10975623131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.416591088867,-0.976834277344,10.8936175537,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748032611252,444,1481561748030268137,,13.9653348923,-11.3216304779,-156.850662231,0.00119099998847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-9.75609779358,19.0853652954,2.92682933807,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.35032973633,-0.430956298828,10.433930835,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748042998237,445,1481561748040979236,,14.1313819885,-11.3817987442,-156.808013916,0.00147799996193,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-12.4390249252,20.3658542633,6.28048801422,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.34554133301,-0.670376464844,9.85932243652,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748054654435,446,1481561748052365539,,14.3784627914,-11.4067001343,-156.732955933,0.00123699998949,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-11.1585359573,22.3780498505,7.74390268326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.6862942627,-0.105344873047,9.61032604839,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748065266107,447,1481561748063050023,,14.6637983322,-11.4364719391,-156.670410156,0.00107200001366,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-10.4268293381,16.2195110321,4.93902444839,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.73974299316,-0.450109912109,9.8545340332,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748078098081,448,1481561748074050703,,14.8048725128,-11.452963829,-156.613876343,0.00105399999302,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.80487823486,16.9512195587,6.46341466904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.42215578613,-0.517147558594,10.3525279785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748087646632,449,1481561748084232949,,14.9475107193,-11.4550571442,-156.55406189,0.00104100001045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.80487799644,19.3902435303,8.65853691101,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.292092584273,9.36132790669,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748098225074,450,1481561748094726340,,15.0653963089,-11.4417629242,-156.488586426,0.0012009999482,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.08536577225,23.5975627899,9.08536529541,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.34554133301,-0.684741674805,10.4961800781,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748108312581,451,1481561748105062596,,15.2592935562,-11.4334945679,-156.448440552,0.00112599995919,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-6.28048801422,27.317073822,5.91463422775,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.35990654297,-0.301669427446,10.5584293213,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748119249929,452,1481561748117404624,,15.5276021957,-11.5211515427,-156.499725342,0.00178900000174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-8.71951198578,17.5000019073,-5.54878091812,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.14598098145,-1.09654436035,9.72045874023,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748128747386,453,1481561748127265882,,15.7965164185,-11.6407690048,-156.584472656,0.00130500004161,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-6.95121955872,9.63414573669,-7.07317113876,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-5.47314499512,-1.1875240965,8.84418093262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748141222539,454,1481561748139426557,,16.0129985809,-11.6950187683,-156.653594971,0.00218400009908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.10975623131,-2.86585378647,-8.35365867615,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-6.40209523926,-1.08217922346,9.00698664551,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748151665461,455,1481561748149989219,,16.0472335815,-11.6762256622,-156.671142578,0.00112499995157,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.5,-6.28048801422,-0.792682945728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.18428820801,-0.531512805087,9.78749638672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748162797703,456,1481561748161282502,,16.0107574463,-11.5893144608,-156.61769104,0.0011490000179,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.48780488968,-2.92682933807,3.59756112099,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.57059628906,-1.31202250977,9.20331118164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748173664478,457,1481561748171711622,,15.8625888824,-11.4589300156,-156.522201538,0.00118000002112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.39024400711,3.7804877758,9.20731735229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.59453830566,-1.10612116699,11.6262432617,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748184193702,458,1481561748182694021,,15.7743673325,-11.3512916565,-156.429504395,0.00140399998054,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.853658556938,13.5975618362,7.43902492523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.402225878906,-0.574608398438,11.2431709961,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748195131934,459,1481561748193469233,,15.8275165558,-11.3511896133,-156.392364502,0.00105199997779,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-8.29268264771,10.0609760284,-0.853658556938,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.52827695312,-0.928950244141,10.6158901611,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748206456728,460,1481561748204496580,,15.9020366669,-11.4227428436,-156.400024414,0.00112300005276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-13.2926826477,8.65853691101,-3.17073178291,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.39096584473,-1.08217922346,10.0891657959,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748218011937,461,1481561748216243819,,16.0854873657,-11.5290737152,-156.415756226,0.00160399999004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-10.8536586761,-0.914634168148,-3.35365867615,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-6.75164868164,-1.00077629395,8.52335849468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748228781211,462,1481561748226750648,,16.1544914246,-11.6000318527,-156.421218872,0.00109999999404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.2682929039,-10.6097564697,-1.09756100178,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.46758029785,-1.23540805664,8.66222219097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748239863193,463,1481561748238275232,,16.1031131744,-11.5645742416,-156.36517334,0.00149900000542,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.5,-9.5731716156,3.65853667259,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.15478164027,-1.47003981934,8.68137521973,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748250877415,464,1481561748248644040,,15.9485578537,-11.4316883087,-156.269866943,0.00121899996884,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.68292665482,-6.95121955872,5.18292713165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.397437475586,-0.972045874023,9.50498117534,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1481561748261125651,465,1481561748259724407,,15.7194652557,-11.2796783447,-156.166931152,0.00131399999373,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.01219511032,1.40243899822,6.40243911743,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.933738647461,-0.76614453125,10.539275708,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
