%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1481797676592391429,304,1481797676590499686,,5.0,0.0
1481797676612333375,305,1481797676610459861,,5.0,0.0
1481797676632193447,306,1481797676630544253,,5.0,0.0
1481797676652117894,307,1481797676650464168,,5.0,0.0
1481797676672994722,308,1481797676670444447,,-5.0,0.0
1481797676692166940,309,1481797676690421705,,-5.0,0.0
1481797676712818095,310,1481797676710381672,,5.0,0.0
1481797676732063072,311,1481797676730412471,,5.0,0.0
1481797676752593187,312,1481797676750421916,,5.0,0.0
1481797676772644975,313,1481797676770380269,,5.0,0.0
1481797676792666816,314,1481797676790402005,,5.0,0.0
1481797676811833513,315,1481797676810416867,,5.0,0.0
1481797676831892333,316,1481797676830375376,,5.0,0.0
1481797676851928392,317,1481797676850399092,,5.0,0.0
1481797676872143511,318,1481797676870399995,,5.0,0.0
1481797676891951345,319,1481797676890414128,,5.0,0.0
1481797676912922859,320,1481797676910334772,,-5.0,0.0
1481797676932250335,321,1481797676930422393,,-5.0,0.0
1481797676952928156,322,1481797676950473244,,5.0,0.0
1481797676972115843,323,1481797676970390191,,5.0,0.0
1481797676994628584,324,1481797676991840188,,-5.0,0.0
1481797677012018954,325,1481797677010417779,,-5.0,0.0
1481797677031983868,326,1481797677030432381,,5.0,0.0
1481797677052073312,327,1481797677050340629,,5.0,0.0
1481797677072241609,328,1481797677070651945,,-5.0,0.0
1481797677092152150,329,1481797677090394884,,-5.0,0.0
1481797677111952171,330,1481797677110339122,,-5.0,0.0
1481797677132935977,331,1481797677130369140,,-5.0,0.0
1481797677152370847,332,1481797677150476188,,-5.0,0.0
1481797677172573415,333,1481797677170452508,,-5.0,0.0
1481797677192572756,334,1481797677190545598,,5.0,0.0
1481797677212599597,335,1481797677210504836,,5.0,0.0
1481797677232323369,336,1481797677230529854,,-5.0,0.0
1481797677252507447,337,1481797677250502320,,-5.0,0.0
1481797677272326114,338,1481797677270456975,,-5.0,0.0
1481797677292371548,339,1481797677290403556,,-5.0,0.0
1481797677313153482,340,1481797677311280280,,-5.0,0.0
1481797677334331868,341,1481797677332421740,,-5.0,0.0
1481797677356201442,342,1481797677354095275,,-5.0,0.0
1481797677373305722,343,1481797677370337432,,-5.0,0.0
1481797677392311276,344,1481797677390307607,,5.0,0.0
1481797677414147309,345,1481797677410548716,,5.0,0.0
1481797677432051316,346,1481797677430373945,,-5.0,0.0
1481797677454215678,347,1481797677450606981,,-5.0,0.0
1481797677475592394,348,1481797677470448251,,5.0,0.0
1481797677493871917,349,1481797677491135030,,5.0,0.0
1481797677515532067,350,1481797677510528078,,-5.0,0.0
1481797677532647701,351,1481797677530510180,,-5.0,0.0
1481797677554513056,352,1481797677550487178,,5.0,0.0
1481797677572131808,353,1481797677570453239,,5.0,0.0
1481797677594832411,354,1481797677590513568,,-5.0,0.0
1481797677612458923,355,1481797677610366922,,-5.0,0.0
1481797677633285595,356,1481797677630378763,,-5.0,0.0
1481797677652761194,357,1481797677650392167,,-5.0,0.0
1481797677672522622,358,1481797677670548485,,5.0,0.0
1481797677692185666,359,1481797677690512254,,5.0,0.0
1481797677714234405,360,1481797677712190737,,-5.0,0.0
1481797677734527492,361,1481797677730472135,,-5.0,0.0
1481797677752394416,362,1481797677750942458,,-5.0,0.0
1481797677775409755,363,1481797677770519306,,-5.0,0.0
1481797677791650505,364,1481797677790451929,,-5.0,0.0
1481797677812459887,365,1481797677810630330,,-5.0,0.0
1481797677831654656,366,1481797677830305405,,-5.0,0.0
1481797677852736013,367,1481797677850337975,,-5.0,0.0
1481797677871468550,368,1481797677870345650,,-5.0,0.0
1481797677891475287,369,1481797677890338741,,-5.0,0.0
1481797677911923788,370,1481797677910362092,,5.0,0.0
1481797677932773481,371,1481797677930333517,,5.0,0.0
1481797677951508570,372,1481797677950357441,,5.0,0.0
1481797677971535828,373,1481797677970329543,,5.0,0.0
1481797677993035928,374,1481797677991212934,,-5.0,0.0
1481797678012141637,375,1481797678010367444,,-5.0,0.0
1481797678032196498,376,1481797678030356785,,5.0,0.0
1481797678052433440,377,1481797678050364981,,5.0,0.0
1481797678071490868,378,1481797678070347551,,-5.0,0.0
1481797678094159805,379,1481797678090496942,,-5.0,0.0
1481797678111525331,380,1481797678110365817,,-5.0,0.0
1481797678131341862,381,1481797678130299013,,-5.0,0.0
1481797678151537607,382,1481797678150334656,,-5.0,0.0
1481797678171439345,383,1481797678170370819,,-5.0,0.0
1481797678191910190,384,1481797678190377244,,5.0,0.0
1481797678211699951,385,1481797678210358148,,5.0,0.0
1481797678234620135,386,1481797678230327542,,5.0,0.0
1481797678252119773,387,1481797678250358445,,5.0,0.0
1481797678272704470,388,1481797678270324297,,5.0,0.0
1481797678292354546,389,1481797678290456501,,5.0,0.0
1481797678312359043,390,1481797678310449540,,-5.0,0.0
1481797678332176512,391,1481797678330287165,,-5.0,0.0
1481797678352723710,392,1481797678350395150,,-5.0,0.0
1481797678372446805,393,1481797678370413554,,-5.0,0.0
1481797678391977559,394,1481797678390376177,,5.0,0.0
1481797678411767633,395,1481797678410466090,,5.0,0.0
1481797678431778953,396,1481797678430510430,,-5.0,0.0
1481797678453242700,397,1481797678450925338,,-5.0,0.0
1481797678476462619,398,1481797678470431822,,5.0,0.0
1481797678495769939,399,1481797678494596727,,5.0,0.0
1481797678512351518,400,1481797678510357224,,5.0,0.0
1481797678531854200,401,1481797678530324743,,5.0,0.0
1481797678551663387,402,1481797678550354292,,-5.0,0.0
1481797678571811893,403,1481797678570314467,,-5.0,0.0
1481797678591938472,404,1481797678590603335,,5.0,0.0
1481797678612150727,405,1481797678610434033,,5.0,0.0
1481797678631756428,406,1481797678630385875,,5.0,0.0
1481797678654948066,407,1481797678650350269,,5.0,0.0
1481797678672013388,408,1481797678670379401,,5.0,0.0
1481797678694858416,409,1481797678690346087,,5.0,0.0
1481797678712091236,410,1481797678710385584,,-5.0,0.0
1481797678735631619,411,1481797678730350655,,-5.0,0.0
1481797678753070529,412,1481797678750381297,,-5.0,0.0
1481797678777659334,413,1481797678770356837,,-5.0,0.0
1481797678792409325,414,1481797678790370345,,5.0,0.0
1481797678814239525,415,1481797678810510152,,5.0,0.0
1481797678832446288,416,1481797678830290591,,5.0,0.0
1481797678851608610,417,1481797678850500970,,5.0,0.0
1481797678872044091,418,1481797678870406251,,-5.0,0.0
1481797678893060292,419,1481797678890331635,,-5.0,0.0
1481797678913526710,420,1481797678910360350,,5.0,0.0
1481797678931523633,421,1481797678930363702,,5.0,0.0
1481797678951538859,422,1481797678950345960,,-5.0,0.0
1481797678971770489,423,1481797678970351968,,-5.0,0.0
1481797678995487015,424,1481797678990886978,,5.0,0.0
1481797679012291142,425,1481797679010401952,,5.0,0.0
1481797679032577198,426,1481797679030426761,,5.0,0.0
1481797679052853827,427,1481797679050366572,,5.0,0.0
1481797679072621192,428,1481797679070390444,,5.0,0.0
1481797679092364444,429,1481797679090371452,,5.0,0.0
1481797679111875146,430,1481797679110344023,,5.0,0.0
1481797679132181827,431,1481797679130382791,,5.0,0.0
1481797679152026326,432,1481797679150347237,,5.0,0.0
1481797679171999835,433,1481797679170366734,,5.0,0.0
1481797679192285265,434,1481797679190697633,,-5.0,0.0
1481797679212157109,435,1481797679210388853,,-5.0,0.0
1481797679232577329,436,1481797679230945530,,-5.0,0.0
